Reporter_family,REPORTER_DEA_NO,REPORTER_BUS_ACT,REPORTER_NAME,REPORTER_ADDL_CO_INFO,REPORTER_ADDRESS1,REPORTER_ADDRESS2,REPORTER_CITY,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY
Hospira Worldwide LLC,RH0313572,DISTRIBUTOR,HOSPIRA WORLDWIDE LLC,,4653 NALL RD,,FARMERS BRANCH,TX,75244,DALLAS
Hospira Worldwide LLC,RH0315184,DISTRIBUTOR,HOSPIRA WORLDWIDE LLC,,13939 BORATE STREET,,SANTA FE SPRINGS,CA,90670,LOS ANGELES
Hercon Laboratories Corporation,RH0317239,MANUFACTURER,HERCON LABORATORIES CORPORATION,,PO BOX 467,101 SINKING SPRINGS LANE,EMIGSVILLE,PA,17318,YORK
JFC Technologies,RJ0158318,MANUFACTURER,JFC TECHNOLOGIES,,100 W MAIN ST,,BOUND BROOK,NJ,8805,SOMERSET
KP Pharmaceutical Technology,RK0265620,MANUFACTURER,KP PHARMACEUTICAL TECHNOLOGY,KP PHARMACEUTICAL TECHNOLOGY I,INC,1212 W. RAPPEL AVE,BLOOMINGTON,IN,47404,MONROE
"KVK-Tech, Inc",RK0430138,MANUFACTURER,"KVK-TECH, INC",SHAWN CAMPBELL,114 PHEASANT RUN,,NEWTOWN,PA,18940,BUCKS
LifeScience Logistics,RL0424527,DISTRIBUTOR,"LIFESCIENCE LOGISTICS, LLC",,4475 SOUTH FULTON PKWY,"BLDG 5, SUITE C",ATLANTA,GA,30349,FULTON
LTS Lohmann Therapy Systems Corp.,RL0444694,DISTRIBUTOR,LTS LOHMANN THERAPY SYSTEMS CORP.,,15 HENDERSON DRIVE,,WEST CALDWELL,NJ,7006,ESSEX
M D Wholesale,RM0276231,DISTRIBUTOR,M D WHOLESALE,,442 CHALAN SAN ANTONIO,,TAMUNING,GU,96913,GUAM
Murty Pharmaceuticals,RM0281814,MANUFACTURER,MURTY PHARMACEUTICALS,,518 CODELL DRIVE,,LEXINGTON,KY,40509,FAYETTE
Midlothian Laboratories,RM0371093,DISTRIBUTOR,MIDLOTHIAN LABORATORIES,,780 INDUSTRIAL PARK BOULEVARD,UNIT C,MONTGOMERY,AL,36117,MONTGOMERY
Nationwide Medical Surgical,RN0276510,DISTRIBUTOR,NATIONWIDE MEDICAL/SURGICAL,,14141 COVELLO ST,UNIT 6C,VAN NUYS,CA,91405,LOS ANGELES
Novartis Pharmaceuticals Corporation,RN0430380,DISTRIBUTOR,NOVARTIS PHARMACEUTICALS CORPORATION,,23 FARINELLA DRIVE,ATT: SECURITY,EAST HANOVER,NJ,7936,MORRIS
,RP0301351,MANUF (BULK),JOHNSON MATTHEY PHARMACEUTICAL MATERIALS INC,,PHARMACEUTICAL SERVICE,25 PATTON ROAD,DEVENS,MA,1434,MIDDLESEX
Penn Veterinary Supply,RP0361624,DISTRIBUTOR,"PENN VETERINARY SUPPLY, INC.",,5101 KRAFT AVENUE SE,,GRAND RAPIDS,MI,49512,KENT
PCCA,RP0432714,DISTRIBUTOR,PCCA,,"6679 SANTA BARBARA ROAD,",SUITES F-H,ELKRIDGE,MD,21075,HOWARD
Great Southern Laboratories,RP0436685,MANUFACTURER,GREAT SOUTHERN LABORATORIES,"WOODFIELD PHARMACEUTICAL, LLC",10863 ROCKLEY ROAD,,HOUSTON,TX,77099,HARRIS
Proficient Rx LP,RP0463442,MANUFACTURER,PROFICIENT RX LP,PROFICIENT RX LP,3607 OLD CONEJO ROAD,,THOUSAND OAKS,CA,91320,VENTURA
Patheon Manufacturing Services LLC,RP0466501,MANUFACTURER,PATHEON MANUFACTURING SERVICES LLC,,5900 MARTIN LUTHER KING JR. HWY,,GREENVILLE,NC,27834,PITT
"Quiq, Inc",RQ0370205,DISTRIBUTOR,"QUIQ, INC","DBA QUIQMEDS, LLC",40 GENERAL WARREN BLVD,SUITE 160,MALVERN,PA,19355,CHESTER
,RR0173738,MANUFACTURER,RESTEK CORPORATION,RESTEK CORPORATION,110 BENNER CIRCLE,,BELLEFONTE,PA,16823,CENTRE
Roche Diagnostics Operations,RR0237897,MANUFACTURER,ROCHE DIAGNOSTICS OPERATIONS,INC.,ATTN: IMPORT/EXPORT COMPLIANCE,9115 HAGUE ROAD,INDIANAPOLIS,IN,46250,MARION
Reckitt Benckiser,RR0372514,MANUFACTURER,RECKITT BENCKISER INC,,14801 SOVEREIGN ROAD,,FORT WORTH,TX,76155,TARRANT
Reliant Specialty LLC,RR0416772,DISTRIBUTOR,RELIANT SPECIALTY LLC,,46 BROAD STREET,,NEW BRITAIN,CT,6053,HARTFORD
Sanofi-Aventis U.S. Inc.,RS0224725,MANUFACTURER,"SANOFI-AVENTIS U.S., LLC",,6239 LEMAY FERRY ROAD,,SAINT LOUIS,MO,63129,SAINT LOUIS
Supernus Pharmaceuticals Inc,RS0334259,MANUFACTURER,SUPERNUS PHARMACEUTICALS INC,,1550 EAST GUDE DRIVE,,ROCKVILLE,MD,20850,MONTGOMERY
"Scott & White EMS, Inc.",RS0444339,DISTRIBUTOR,"SCOTT & WHITE EMS, INC.",,MS-AR-109B,5701 AIRPORT RD,TEMPLE,TX,76502,BELL
Teh Blue River Co.,RT0345416,DISTRIBUTOR,TEH BLUE RIVER CO.,,6255 BARFIELD ROAD,SUITE 130,ATLANTA,GA,30328,FULTON
"Unit Dose Services, LLC",RU0400729,MANUFACTURER,"UNIT DOSE SERVICES, LLC",UNIT DOSE SERVICES,317-321 NORTH BRYAN ROAD,,DANIA BEACH,FL,33004,BROWARD
VA,RV0343169,DISTRIBUTOR,VA,CENTERS FOR DISEASE CONTROL,1120 COMMERCE BLVD,,SWEDESBORO,NJ,8085,GLOUCESTER
Watson Laboratories Inc,RW0331885,MANUFACTURER,"WATSON LABORATORIES, INC.",,311 BONNIE CIRCLE,,CORONA,CA,92880,RIVERSIDE
Wholesale Rx,RW0424248,DISTRIBUTOR,WHOLESALE RX,GENERIC PHARMACEUTICALS DISTRIBUTOR,"7740-A TRINITY ROAD, STE 113",,CORDOVA,TN,38018,SHELBY
Amneal Pharmaceuticals LLC,RA0370661,DISTRIBUTOR,"AMNEAL PHARMACEUTICALS OF NEW YORK, LLC","AMNEAL PHARMACEUTICALS OF NEW YORK, LLC",75 ADAMS AVE,,HAUPPAUGE,NY,11788,SUFFOLK
Abbott Laboratories,RA0374429,DISTRIBUTOR,ABBOTT LABORATORIES,ATTN:D-807,"SHERIDAN ROAD, 16TH STREET",,NORTH CHICAGO,IL,60064,LAKE
Amneal Pharmaceuticals LLC,RA0416001,MANUFACTURER,"AMNEAL PHARMACEUTICALS, LLC.",,11120 ROSELLE STREET,"SUITE E ,F & G",SAN DIEGO,CA,92121,SAN DIEGO
Catalent CTS,RA0419158,DISTRIBUTOR,"CATALENT CTS, LLC.",,75 COMMERCE DRIVE,,ALLENDALE,NJ,7401,BERGEN
"Bo McClain Anesthesia, PLLC",RB0453162,DISTRIBUTOR,"BO MCCLAIN ANESTHESIA, PLLC",,12361 W BOLA DR,SUITE 107,SURPRISE,AZ,85378,MARICOPA
VA,RC0292475,DISTRIBUTOR,VA,ATTN:  JESSE GALLEGOS,C/O UPS FACILITY,26400 E 75TH AVE,DENVER,CO,80249,DENVER
Colorcon,RC0363729,MANUFACTURER,COLORCON,,420 MOYER BLVD,P.O. BOX 24,WEST POINT,PA,19486,MONTGOMERY
Forest Research Institute Inc,RF0314029,MANUFACTURER,FOREST RESEARCH INSTITUTE INC,,49 MALL DRIVE,,COMMACK,NY,11725,SUFFOLK
Healix Infusion Therapy,RH0299126,DISTRIBUTOR,HEALIX INFUSION THERAPY,,14140 SOUTHWEST FREEWAY,STE. 400,SUGAR LAND,TX,77478,FORT BEND
Happy Harry Incorporated,RH0344907,DISTRIBUTOR,HAPPY HARRY'S INC.,,326 RUTHAR DRIVE,,NEWARK,DE,19711,NEW CASTLE
Lee Pharmaceuticals,RL0242026,DISTRIBUTOR,LEE PHARMACEUTICALS,,1434 SANTA ANITA AVE,,SOUTH EL MONTE,CA,91733,LOS ANGELES
Lake Erie Medical,RL0274681,MANUFACTURER,LAKE ERIE MEDICAL SURG SUPPLY,,DBA:QUALITY CARE PRODUCTS,7560 LEWIS AVE,TEMPERANCE,MI,48182,MONROE
Lin Zhi International Inc,RL0306072,MANUFACTURER,LIN ZHI INTERNATIONAL INC,"LIN-ZHI INTERNATIONAL, INC.",2945 OAKMEAD VILLAGE COURT,,SANTA CLARA,CA,95051,SANTA CLARA
Merck Sharp & Dohme Corporation,RM0287006,MANUFACTURER,MERCK SHARP & DOHME CORPORATION,770 SUMNEYTOWN PIKE /,BUILDINGS 78 AND 78A,ATTN: KAY L NYMAN WP44-204,WEST POINT,PA,19486,MONTGOMERY
Moorefield Wholesale Inc,RM0447272,DISTRIBUTOR,MOOREFIELD WHOLESALE INC,,9840 MIDLOTHIAN TURNPIKE,SUITE L,RICHMOND,VA,23235,CHESTERFIELD
Novartis Pharmaceuticals Corporation,RN0226060,DISTRIBUTOR,NOVARTIS PHARMACEUTICALS CORP,,59 ROUTE 10 BLDG. 415 REAR,ATTN: SECURITY DEPT,EAST HANOVER,NJ,7936,MORRIS
"Nulife Pharmaceuticals,Inc.",RN0414879,DISTRIBUTOR,"NULIFE PHARMACEUTICALS,INC.",,13026 SATICOY ST. UNIT# 4,,NORTH HOLLYWOOD,CA,91605,LOS ANGELES
Ocean Medical,RO0170477,DISTRIBUTOR,OCEAN MEDICAL,,960 JOHNSON AVENUE,,RONKONKOMA,NY,11779,SUFFOLK
"PowderSize, Inc.",RP0410477,MANUFACTURER,"POWDERSIZE, INC.",,20 PACIFIC DRIVE,,QUAKERTOWN,PA,18951,BUCKS
"PIMD International, LLC",RP0428094,DISTRIBUTOR,"PIMD INTERNATIONAL, LLC",,8280 NW 27TH ST.,STE. 506,DORAL,FL,33122,MIAMI-DADE
,RR0224167,REVERSE DISTRIB,RAPID RETURNS,,950 TILTON ROAD,SUITE 104,NORTHFIELD,NJ,8225,ATLANTIC
Rhodes Pharmaceuticals LP,RR0452918,MANUFACTURER,RHODES PHARMACEUTICALS LP,,498 WASHINGTON STREET,,COVENTRY,RI,2816,KENT
,RR0460345,MANUFACTURER,RICONPHARMA LLC,,100 FORD ROAD,SUITE 09,DENVILLE,NJ,7834,MORRIS
"Sharp Clinical Services, Inc.",RS0436192,MANUFACTURER,"SHARP CLINICAL SERVICES, INC.",,300 KIMBERTON ROAD,,PHOENIXVILLE,PA,19460,CHESTER
,RS0444315,MANUF (BULK),S&B PHARMA INC,DBA NORAC PHARMA,405 SOUTH MOTOR AVENUE,,AZUSA,CA,91702,LOS ANGELES
,RS0466145,MANUFACTURER,"SPARSHA PHARMA USA, INC",,3919 OCEANIC DRIVE,,OCEANSIDE,CA,92056,SAN DIEGO
Tapemark Company,RT0459695,MANUFACTURER,TAPEMARK COMPANY,,1685 MARTHALER LANE,BLDG 1685/BLDG 232,WEST ST PAUL,MN,55118,DAKOTA
Fresenius Kabi,RA0239841,MANUFACTURER,"FRESENIUS KABI USA, LLC",,3159 STALEY ROAD,,GRAND ISLAND,NY,14072,ERIE
Alexza Pharmaceuticals,RA0319396,MANUFACTURER,ALEXZA PHARMACEUTICALS,,2091 STIERLIN CT,,MOUNTAIN VIEW,CA,94043,SANTA CLARA
Adams Respiratory Operations,RA0343412,MANUFACTURER,ADAMS RESPIRATORY OPERATIONS,,14801 SOVEREIGN ROAD,,FORT WORTH,TX,76155,TARRANT
Allegis Pharmaceuticals,RA0357699,DISTRIBUTOR,ALLEGIS PHARMACEUTICALS,,276 NISSAN PARKWAY,F100,CANTON,MS,39046,MADISON
Metro Logics,RC0290142,DISTRIBUTOR,"METRO LOGICS, INC.",,10635 MARINA DRIVE,,OLIVE BRANCH,MS,38654,DESOTO
,RC0380713,MANUF (BULK),"CHEMTOS, LLC",,14101 W HIGHWAY 290,BUILDING 2000B,AUSTIN,TX,78737,HAYS
Future Pak Ltd,RF0312467,MANUFACTURER,FUTURE PAK LTD,,28115 LAKEVIEW DRIVE,,WIXOM,MI,48393,OAKLAND
"Gene Logic Laboratories, Inc",RG0322999,DISTRIBUTOR,"GENE LOGIC LABORATORIES, INC",,15 FIRST FIELD ROAD,,GAITHERSBURG,MD,20878,MONTGOMERY
,RL0271736,MANUFACTURER,LAVIPHARM LABORATORIES,,69 PRINCETON-HIGHTSTOWN ROAD,,EAST WINDSOR,NJ,8520,MERCER
Lighthouse for The Blind,RL0305816,DISTRIBUTOR,LIGHTHOUSE FOR THE BLIND,,10440 TRENTON AVENUE,,SAINT LOUIS,MO,63132,SAINT LOUIS
,RM0409955,REVERSE DISTRIB,"MERCK SHARP & DOHME, CORP.",FOR MERCK SITES ONLY,770 SUMNEYTOWN PIKE,ATTN: KAY L. NYMAN WP44-204,WEST POINT,PA,19486,MONTGOMERY
Nesher Pharmaceuticals (USA) LLC,RN0418625,MANUFACTURER,NESHER PHARMACEUTICALS USA LLC,,ONE CORPORATE WOOD DRIVE,,BRIDGETON,MO,63044,SAINT LOUIS
Pharmaceutical Med Supply,RP0301983,DISTRIBUTOR,PHARMACEUTICAL MED SUPPLY,,7762 WALL TRIANA HWY,SUITE A4,HARVEST,AL,35749,MADISON
,RP0398051,MANUF (BULK),"PHARMACORE, INC.",,4180 MENDENHALL OAKS PKWY,,HIGH POINT,NC,27265,GUILFORD
Supreme Distributors Co,RS0221200,DISTRIBUTOR,SUPREME DISTRIBUTORS CO,,DIV. OF PURITY WHOESALE GRO.,300 PURITY DRIVE,LEBANON,IN,46052,BOONE
US Army- Sierra Depot,RS0259766,DISTRIBUTOR,US  ARMY- SIERRA DEPOT,MISSION MANAGER OF MISSION OPERATIONS,671 MAGAZINE TIE RD.,ATTN: JANIS E MORROW,HERLONG,CA,96113,LASSEN
VA,RV0331025,DISTRIBUTOR,VA,,1009 OPULE ST,ATTN: GEOFF MCMAHON,KAPOLEI,HI,96707,HONOLULU
Wyeth Pharmaceuticals,PA0028135,MANUFACTURER,RICHMOND DIVISION OF WYETH,,1407 CUMMINGS DRIVE,P.O. BOX 26609,RICHMOND,VA,23261,RICHMOND CITY
Asaman Inc.,RA0405387,DISTRIBUTOR,ASAMAN INC.,,258 BODWELL STREET,,AVON,MA,2322,NORFOLK
Catalent CTS,RA0419069,DISTRIBUTOR,"CATALENT CTS, INC.",,10245 HICKMAN MILLS DRIVE,,KANSAS CITY,MO,64137,JACKSON
USAF,RA0443363,DISTRIBUTOR,USAF- AIR FORCE MEDICAL LOGISTICS,AFMOA/SGMW,601 DAVY CROCKETT ROAD,"BUILDING 1534, SUITE 100",SAN ANTONIO,TX,78226,BEXAR
"Bridge GPS, Inc.",RB0349109,DISTRIBUTOR,"BRIDGE GPS, INC.",,15 FIRSTFIELD ROAD,,GAITHERSBRG,MD,20878,MONTGOMERY
Baron Health Resources Inc,RB0378580,DISTRIBUTOR,"BARON HEALTH RESOURCES,INC",,4140 AUSTIN BLVD.,,ISLAND PARK,NY,11558,NASSAU
VA,RC0292843,DISTRIBUTOR,VA,CENTERS FOR DISEASE CONTROL,11811 LANDON DRIVE,,MIRA LOMA,CA,91752,RIVERSIDE
Catalent CTS,RC0446458,MANUFACTURER,"CATALENT CTS, LLC",,10245 HICKMAN MILLS DRIVE,,KANSAS CITY,MO,64137,JACKSON
Family Health Ctrs of S West Florida,RF0303355,DISTRIBUTOR,FAMILY HEALTH CTRS OF S WEST,FLORIDA,2232 GRAND AVENUE,P.O. BOX 1357,FORT MYERS,FL,33902,LEE
Fisher Bioservices Inc.,RF0332647,DISTRIBUTOR,FISHER BIOSERVICES INC.,,"687C, D LOFSTRAND LANE",,ROCKVILLE,MD,20850,MONTGOMERY
Hospira Worldwide LLC,RH0276863,DISTRIBUTOR,HOSPIRA WORLDWIDE LLC,,10501 80TH AVE,,PLEASANT PRAIRIE,WI,53158,KENOSHA
JHP Pharmaceuticals LLC,RJ0358413,MANUFACTURER,JHP PHARMACEUTICALS LLC,,870 PARKDALE ROAD,,ROCHESTER,MI,48307,OAKLAND
LifeScience Logistics,RL0411342,DISTRIBUTOR,LIFESCIENCE LOGISTICS,,1105  E. NORTHFIELD DRIVE,,BROWNSBURG,IN,46112,HENDRICKS
McKesson Corporation,RM0247468,DISTRIBUTOR,MCKESSON BIO SERVICES,,(WRAIR INVENTORY LABORATORY),687 C/D LOFSTRAND LANE,ROCKVILLE,MD,20850,MONTGOMERY
Mallinckrodt LLC,RM0421684,MANUFACTURER,MALLINCKRODT LLC,,675 MCDONNELL BLVD,,HAZELWOOD,MO,63042,SAINT LOUIS
"Pharmarama, Inc",RP0392908,DISTRIBUTOR,"PHARMARAMA, INC",,"99 WEST STREET, SUITE F",,MEDFIELD,MA,2052,NORFOLK
Pfizer Inc.,RP0461094,MANUFACTURER,PFIZER INC,LADDIE GRIM MS9100-111,EASTERN POINT RD,,GROTON,CT,6340,NEW LONDON
,RS0110875,MANUFACTURER,SUPELCO INC,,595 NORTH HARRISON ROAD,,BELLEFONTE,PA,16823,CENTRE
"Sciarra Laboratories, Inc.",RS0324397,MANUFACTURER,"SCIARRA LABORATORIES, INC.",,485-09 SOUTH BROADWAY,,HICKSVILLE,NY,11801,NASSAU
Testpak Holding Co,RT0290394,MANUFACTURER,TESTPAK HOLDING CO,,36 TROY ROAD,,WHIPPANY,NJ,7981,MORRIS
AustarPharma LLC,RA0399027,MANUFACTURER,"AUSTARPHARMA, LLC","AUSTARPHARMA, LLC",18 MAYFIELD AVENUE,,EDISON,NJ,8837,MIDDLESEX
Collegium Pharmaceutical Inc,RC0382084,MANUFACTURER,COLLEGIUM PHARMACEUTICAL INC,,780 DEDHAM STREET,SUITE 800,CANTON,MA,2021,NORFOLK
"Kle 2, Inc.",RK0407913,DISTRIBUTOR,"KLE 2, INC.",,8954 ELLIS AVE.,,LOS ANGELES,CA,90034,LOS ANGELES
,RN0363894,DISTRIBUTOR,NORWICH PHARMACEUTICALS INC,,6826 STATE HIGHWAY 12,,NORWICH,NY,13815,CHENANGO
,RP0413194,MANUF (BULK),"PCAS-NANOSYN, LLC",,3331-B INDUSTRIAL DRIVE,,SANTA ROSA,CA,95403,SONOMA
,RR0213378,MANUFACTURER,RIJ PHARMACEUTICAL,RIJ PHARMACEUTICAL CORPORATION,40 COMMERCIAL AVE,,MIDDLETOWN,NY,10940,ORANGE
Ultimate Pharmaceuticals,RU0202161,DISTRIBUTOR,ULTIMATE PHARMACEUTICALS,,5694 SHELBY OAKS DRIVE,SUITE 7,MEMPHIS,TN,38134,SHELBY
Tobal Products,PT0190063,DISTRIBUTOR,TOBAL PRODUCTS,,C/O ABBOTT LABORATORIES D-387,ABBOTT-PARK,ABBOTT PARK,IL,60064,LAKE
Alvogen Inc,RA0449733,MANUFACTURER,ALVOGEN PINEBROOK INC. (USA),RESEARCH & DEVELOPMENT,"BUILDING B, 10 BLOOMFIELD AVE",,PINE BROOK,NJ,7058,MORRIS
Cardinal Health,RC0311693,MANUFACTURER,CARDINAL HEALTH,,14801 SOVEREIGN ROAD,,FORT WORTH,TX,76155,TARRANT
,RE0230487,MANUF (BULK),ELI-ELSOHLY LABORATORIES,,MAHMOUD A. ELSOHLY PH.D,5 INDUSTRIAL PARK DRIVE,OXFORD,MS,38655,LAFAYETTE
,RF0438160,MANUFACTURER,"FRONTAGE LABORATORIES, INC.","FRONTAGE LABORATORIES, INC.",75 E. UWCHLAN AVE.,SUITE 100,EXTON,PA,19341,CHESTER
"Kowa Pharmaceuticals America, Inc.",RK0372918,DISTRIBUTOR,"KOWA PHARMACEUTICALS AMERICA, INC.","FORMERLY- PROETHIC PHARMACEUTICALS, INC",530 INDUSTRIAL PARK BLVD,,MONTGOMERY,AL,36117,MONTGOMERY
,RL0460496,CHEMPACK/SNS DISTRIBUTOR,USAF- LA AIR NATIONAL GUARD,LA CERFP MEDICAL DETACHMENT,8120 INNOVATION PARK DRIVE,BLDG #2 BOX 15,BATON ROUGE,LA,70820,EAST BATON ROUGE
"Mims Management Group, LLC",RM0459873,MANUFACTURER,"MIMS MANAGEMENT GROUP, LLC",,2697 INTERNATIONAL PARKWAY,BLDG 3 SUITE 103,VIRGINIA BEACH,VA,23452,VIRGINIA BEACH CITY
Mylan Pharmaceutical Inc,RM0460181,DISTRIBUTOR,MYLAN PHARMACEUTICALS INC.,,3711 COLLINS FERRY ROAD,,MORGANTOWN,WV,26505,MONONGALIA
Janssen Pharmaceuticals Inc.,RN0443286,DISTRIBUTOR,JANSSEN PHARMACEUTICALS INC.,,1440 OLYMPIC DRIVE,,ATHENS,GA,30601,CLARKE
Vertical Pharmaceuticals,RV0466955,DISTRIBUTOR,"VERTICAL PHARMACEUTICALS, LLC","VERTICAL  PHARMACEUTICALS, LLC","2500 MAIN ST EXT,STE 6",,SAYREVILLE,NJ,8872,MIDDLESEX
AustarPharma LLC,RA0378477,MANUFACTURER,AUSTARPHARMA LLC,,"300 COLUMBUS CIRCLE, UNIT F",,EDISON,NJ,8837,MIDDLESEX
,RB0249892,MANUFACTURER,PATHEON SOFTGELS INC.,,4125 PREMIER DRIVE,,HIGH POINT,NC,27265,GUILFORD
"Depomed, Inc",RD0376322,MANUFACTURER,"DEPOMED, INC",,1360 O'BRIEN DR,,MENLO PARK,CA,94025,SAN MATEO
Pharmacal Company,RP0263537,DISTRIBUTOR,PHARMACAL COMPANY,CUMBERLAND,P.O. BOX 1520,327 BALTIMORE AVENUE,CUMBERLAND,MD,21502,ALLEGANY
Prime Rx,RP0281042,DISTRIBUTOR,PRIME RX,,136 ENTERPRISE DRIVE,,MADISON,MS,39110,MADISON
Pharmacy Courier Service LLC,RP0334766,DISTRIBUTOR,PHARMACY COURIER SERVICE LLC,,2900 KATY HOCKLEY C/O RD,,KATY,TX,77493,HARRIS
QPSI Macungie,RQ0452348,MANUFACTURER,QPSI MACUNGIE,,7570 INDUSTRIAL PARK WAY,SUITE 2,MACUNGIE,PA,18062,LEHIGH
Red River Wholesale Distribution,RR0382832,DISTRIBUTOR,RED RIVER WHOLESALE DISTRIBUTION,,416 MARY LINDSAY POLK DRIVE,SUITE # 519,FRANKLIN,TN,37067,WILLIAMSON
"Ultradent Products, Inc.",RU0390372,MANUFACTURER,"ULTRADENT PRODUCTS, INC.","ORATECH, LLC",505 WEST 10200 SOUTH,,SOUTH JORDAN,UT,84095,SALT LAKE
IVAX Pharmaceuticals,RZ0207034,MANUFACTURER,IVAX PHARMACEUTICALS,"INC., RD C LOTS 8, 12-18",CIDRA INDUSTRIAL PARK,P O BOX 11979,CIDRA,PR,739,CIDRA
,RA0422787,MANUF (BULK),AMPAC FINE CHEMICALS LLC,,HWY 50 AND HAZEL AVENUE,BLDG 05001,RANCHO CORDOVA,CA,95670,SACRAMENTO
,RA0467274,MANUFACTURER,"AUROBINDO PHARMA USA, INC.",DPICCIANO@AUROBINDOUSA.COM,6 WHEELING ROAD,,DAYTON,NJ,8810,MIDDLESEX
,RD0416758,MANUFACTURER,DOW PHARMACEUTICAL SCIENCES,,1330 REDWOOD WAY,,PETALUMA,CA,94954,SONOMA
Ethical Nutritionals,RE0235083,MANUFACTURER,ETHICAL NUTRITIONALS,,176 UNIVERSITY PKWY,,POMONA,CA,91768,LOS ANGELES
LifeScience Logistics,RL0414071,DISTRIBUTOR,LIFESCIENCE LOGISTICS,,2600 REGENT BLVD.,,DFW AIRPORT,TX,75261,DALLAS
ProPharma,RP0304939,MANUFACTURER,PROPHARMA,,7760 N.W. 56TH STREET,,MIAMI,FL,33166,MIAMI-DADE
Provident Pharmaceuticals,RP0319776,MANUFACTURER,PROVIDENT PHARMACEUTICALS,,4831 CENTENNIAL BLVD,,COLORADO SPRING,CO,80919,EL PASO
"Particle Sciences, Inc.",RP0405438,MANUFACTURER,"PARTICLE SCIENCES, INC.",,3894 COURTNEY STREET,SUITE 180,BETHLEHEM,PA,18017,NORTHAMPTON
Red X Medical,RR0290673,DISTRIBUTOR,RED X MEDICAL,,13351 SW 131 STREET,,MIAMI,FL,33186,MIAMI-DADE
,RW0166719,DISTRIBUTOR,WEST-WARD PHARMACEUTICAL CORP,,465 INDUSTRIAL WAY WEST,,EATONTOWN,NJ,7724,MONMOUTH
,RA0355328,MANUFACTURER,ACTAVIS TOTOWA LLC,,990 RIVERVIEW DRIVE,,TOTOWA,NJ,7512,PASSAIC
Amneal Pharmaceuticals LLC,RA0370748,DISTRIBUTOR,"AMNEAL PHARMACEUTICALS OF NEW YORK, LLC","AMNEAL PHARMACEUTICALS OF NEW YORK, LLC",50 HORSEBLOCK ROAD,,BROOKHAVEN,NY,11719,SUFFOLK
"Ascent Pharmaceuticals, Inc",RA0448503,MANUFACTURER,"ASCENT PHARMACEUTICALS, INC",ATTEN: DOUGLAS FELTON,400 SOUTH TECHNOLOGY DRIVE,,CENTRAL ISLIP,NY,11722,SUFFOLK
Drogueria Caballero del Caribe Inc,RD0299506,DISTRIBUTOR,DROGUERIA CABALLERO DEL CARIBE INC,,CALLE 7 P #20 URB-SANTA MONICA,C/O P.O. BOX 910,BAYAMON,PR,960,BAYAMON
Aphena Pharma Solutions,RI0385737,MANUFACTURER,"APHENA PHARMA SOLUTIONS KENTUCKY, LLC.",,301A ROBEY STREET,,FRANKLIN,KY,42134,SIMPSON
Kaiser Permanente,RK0188448,DISTRIBUTOR,KAISER PERMANENTE MID-ATLANTIC STATES,PHARMACY DISTRIBUTION CENTER,22370 DAVIS DRIVE,ROOM 1500,STERLING,VA,20164,LOUDOUN
LifeScience Logistics,RL0425858,DISTRIBUTOR,"LIFESCIENCE LOGISTICS, LLC",,8901 SNOWDEN RIVER PARKWAY,SUITE 150,COLUMBIA,MD,21046,HOWARD
"Ingenus Pharmaceuticals NJ, LLC",RM0410667,MANUFACTURER,"INGENUS PHARMACEUTICALS NJ, LLC",,140 NEW DUTCH LANE,,FAIRFIELD,NJ,7004,ESSEX
"Nexgen Pharma, Inc",RN0390497,MANUFACTURER,"NEXGEN PHARMA, INC.",COLORADO SPRINGS LIQUID MANUFACTURING FACILITY,2019 RAND AVENUE,,COLORADO SPRINGS,CO,80906,EL PASO
,RT0349642,MANUFACTURER,"TG UNITED LIQUID, INC.",,16206 FLIGHT PATH DRIVE,,BROOKSVILLE,FL,34604,HERNANDO
Veterans Admin,RV0323270,DISTRIBUTOR,VETERANS ADMIN,,MCKESSON,2530 B. STREET NW,AUBURN,WA,98001,KING
Bordonaro's Pharmacy,RB0247052,DISTRIBUTOR,BORDONARO'S PHARMACY,,283 MAIN STREET,,PORTLAND,CT,6480,MIDDLESEX
,RC0451726,DISTRIBUTOR,"SUN PHARMACEUTICAL INDUSTRIES, INC.",,270 PROSPECT PLAINS ROAD,,CRANBURY,NJ,8512,MIDDLESEX
ISP Pharma Systems LLC,RI0405604,MANUFACTURER,ISP PHARMA SYSTEMS LLC,,9165 RUMSEY ROAD,PTC BUILDING,COLUMBIA,MD,21045,HOWARD
Northland Veterinary Supply,RN0258233,DISTRIBUTOR,NORTHLAND VETERINARY SUPPLY,,LTD,151 DEPOSITION DRIVE,CLEAR LAKE,WI,54005,POLK
,RR0228494,MANUF (BULK),SIGMA ALDRICH RESEARCH,,"BIOCHEMICALS, INC",1-3 STRATHMORE ROAD,NATICK,MA,1760,MIDDLESEX
Yourway Transport,RY0450914,DISTRIBUTOR,YOURWAY TRANSPORT,,6681 SNOWDRIFT ROAD,,ALLENTOWN,PA,18106,LEHIGH
KV Pharmaceutical,PK0039429,MANUFACTURER,KV PHARMACEUTICAL COMPANY,,8050 LITZSINGER ROAD,,ST. LOUIS,MO,63144,SAINT LOUIS
Foundation Care LLC,RF0423789,DISTRIBUTOR,FOUNDATION CARE LLC,,4090 WEDGEWAY COURT,,EARTH CITY,MO,63045,SAINT LOUIS
